uuid,total_duration,A_speak_num,A_speak_duration_mean,A_speak_duration_std,B_speak_num,B_speak_duration_mean,B_speak_duration_std,A_speak_duration_proportion,B_speak_duration_proportion,slience_duration_proportion,silence_counts_proportion,sum_B_filledpause,sum_B_correction,sum_B_repeat,sum_B_error,sum_A_filledpause,sum_A_correction,sum_A_repeat,sum_A_error,sum_A_word,sum_B_word,n,nl,ng,t,tg,s,f,v,vd,vn,vi,a,ad,an,ag,al,b,bl,z,r,rr,rz,rzt,rzs,rzv,ry,ryt,rys,ryv,rg,m,mq,q,qv,qt,d,p,pba,pbei,c,cc,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
P0170_0296,127.59375,30.0,1.4618937500000004,1.1278517035888436,28.0,1.912959821428572,1.5250718796825875,0.3437222630418811,0.4197923095762921,0.0,0.0,0.049079754601227,0.0,0.018404907975460124,0.0,0.10714285714285714,0.0,0.005952380952380952,0.0,168.0,163.0,31.0,0.0,0.0,0.0,0.0,2.0,4.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,33.6001,0.1581257,29.62476,32.73831,38.308609999999994,8.683857000000001,310.588,434.6993,93.47071,295.0629,0.4596952,1.396776,0.01556458,0.0683857,0.9696690999999998,0.9541045,11.32728,7.183738000000001,7.345034,4.65062,0.36613490000000004,1.656191,26.474790000000002,0.44391679999999994,9.442615,1.13614,5.499612,2.0461669999999996,-8.137637,-1.404066,0.0327277,1.713322,1.268561,0.720212,7.320467,0.5162325,5.1992769999999995,1.9044759999999998,30.45597,0.3547653,718.1083,0.18589679999999997,1376.662,0.1411312,-139.3066,-0.6208895999999999,1692.849,0.11317260000000001,1036.378,0.2519208,-141.3452,-0.5740930000000001,2722.285,0.07483303,907.144,0.3756865,-144.0749,-0.536946,-19.909110000000002,-0.3527636,31.40046,0.24557510000000002,0.06414817,0.35884920000000003,-0.02639265,-0.6235822,0.7671098000000001,0.9611168999999999,35.17986,0.2223052,6.661236,1.8895849999999998,5.178647,2.796446,-15.05401,-0.7409729,-14.05769,23.57476,0.04380243,-0.001135313,0.1683726,1.366333,2.163555,0.14238270000000006,0.1432529,0.3146565,0.8113646,-18.18304
P0171_0297,123.4021875,23.0,1.8287880434782613,1.157811603597236,21.0,1.7377470238095238,1.1486434792282207,0.3408539658180696,0.2957215608515854,0.0,0.0,0.036231884057971016,0.0,0.007246376811594203,0.0,0.12716763005780346,0.0,0.005780346820809247,0.0,173.0,138.0,15.0,0.0,0.0,1.0,0.0,2.0,1.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,7.0,0.0,0.0,1.0,0.0,33.795970000000004,0.1454987,29.100929999999998,33.107820000000004,38.44585,9.344921000000001,220.4716,285.6606,66.02547,84.03981,0.2530313,1.65819,0.01834273,0.03782054,0.5461560999999999,0.5278134,8.156265,6.370673,4.908837999999999,3.430978,0.173847,2.0771900000000003,28.350009999999997,0.3059462,11.80262,0.7955949999999999,3.2084799999999998,3.242438,-8.32172,-1.119225,0.03218386,1.398773,1.371566,0.7278635999999999,7.0683380000000025,0.5227613,7.883553,1.152412,32.52021,0.2581549,746.5533,0.1780217,1384.622,0.1542608,-166.2754,-0.4206549,1724.0639999999999,0.1106288,1063.484,0.2436236,-167.5363,-0.3924229,2735.812,0.08194671,957.432,0.4201374,-169.1713,-0.36923,-20.37272,-0.3411843,31.99956,0.2006433,0.05641254,0.4592099,-0.02365875,-0.5839221,0.4851122000000001,0.9881321,35.440979999999996,0.191384,9.454664999999999,1.1353540000000002,1.8452240000000002,7.334175,-10.339780000000001,-1.080677,-16.8801,26.53772,0.051318,-0.007941511,0.1016019,0.8256880999999999,1.613767,0.10630330000000003,0.09147334,0.4774193000000001,1.032245,-23.86445
P0173_0299,126.2418125,18.0,1.8093576388888892,1.6785641328719971,26.0,2.32333173076923,1.5647797793109377,0.2579845524635509,0.4784993482250581,0.0,0.0,0.08415841584158416,0.0049504950495049506,0.0297029702970297,0.0,0.09090909090909093,0.0,0.0,0.0,110.0,202.0,28.0,0.0,1.0,1.0,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,8.0,0.0,25.30715,0.2776612,19.452779999999997,22.293979999999998,34.51883,15.06605,287.4517,482.5497,57.69039,166.5402,0.3075947,1.354468,0.01663682,0.06161517,0.5579556999999999,0.5413189,6.159264,4.845861,4.597072,4.056011,0.19122820000000001,1.834442,24.673460000000002,0.4288081,14.8775,0.6297414000000001,10.74472,1.099143,-7.0110529999999995,-1.457355,0.0277363,1.51075,1.250665,0.8061826,5.233217,0.6632168,4.0431940000000015,1.822557,33.92323,0.189145,614.2111,0.2517678,1429.9920000000006,0.12045850000000001,-146.5472,-0.56979,1598.6670000000001,0.15285379999999998,1176.759,0.25912179999999996,-150.3855,-0.5064683,2596.442,0.08439072,951.5219,0.3603956,-151.7741,-0.48786369999999996,-23.1495,-0.22084829999999997,31.22568,0.18530320000000008,0.02456037,1.532191,-0.02464803,-0.5236388,0.44202759999999996,1.065849,33.62292,0.1947318,18.27794,0.5245916,18.14576,0.8137006999999999,-12.0993,-1.054776,-14.586670000000002,22.8771,0.03365104,-0.0029466109999999996,0.08910189,0.738842,1.65925,0.16477270000000002,0.15262379999999998,0.4204587,0.9494633,-21.67077
P0176_0301,73.7685,19.0,1.2072105263157895,1.0099038406959768,17.0,1.5706617647058816,0.7614417054061653,0.31093217294644737,0.3619600506991465,0.0,0.0,0.02083333333333333,0.0,0.010416666666666666,0.0,0.14285714285714285,0.0,0.0,0.0,91.0,96.0,14.0,0.0,0.0,1.0,0.0,0.0,7.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,25.77954,0.15638559999999999,23.15331,24.83959,27.04441,3.8911019999999996,76.434,120.8882,35.22173,42.92985,0.2588106,1.539984,0.01277239,0.02630588,0.5327301999999999,0.5199577999999999,7.744261,7.306703,4.3304290000000005,2.987766,0.1936536,2.000193,25.52964,0.43787780000000004,15.66385,0.4907118,7.172581,1.3395350000000001,-3.3606300000000005,-2.635839,0.02887271,1.1548379999999998,1.459457,0.8049468000000001,4.930032,0.6763729,-0.5712263000000001,-11.18694,37.479859999999995,0.21008510000000002,696.6718,0.2010922,1415.9229999999998,0.1466693,-164.097,-0.4445342000000001,1698.8370000000002,0.1347315,1107.63,0.27267040000000003,-167.2492,-0.3967602,2735.1940000000004,0.08972754,980.9825,0.4054301,-168.8822,-0.3735458,-25.09538,-0.284695,36.563179999999996,0.1985693,0.02667652,0.7281298,-0.03312651,-0.3724678,0.702464,0.7292976,39.05085,0.2107281,20.43982,0.42796409999999996,9.525269999999999,1.409299,-5.458663,-1.5968040000000001,-15.56805,24.77964,0.03503604,-0.0026796159999999997,0.07158888,0.8682873999999999,1.189681,0.15269660000000002,0.14894960000000002,0.6896512,1.411201,-21.58792
P0180_0309,108.96875,19.0,1.6268289473684228,1.5054997592510873,19.0,2.611953947368419,1.6627877529849109,0.28365701175795843,0.4554252939489529,0.0,0.0,0.0375,0.0,0.03125,0.0,0.10526315789473684,0.0075187969924812035,0.0,0.0,133.0,160.0,34.0,0.0,0.0,2.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,26.01401,0.22466460000000002,21.76318,24.87803,29.087809999999998,7.324631,339.6612,576.3983,56.84506,57.8444,0.3453507,1.202656,0.01870686,0.05803791,0.723843,0.7051361999999999,5.3623980000000016,3.655742,4.111865,2.683282,0.23676750000000002,1.4848290000000002,27.91866,0.3528672,14.813670000000002,0.5340604999999999,9.032647,1.100835,-1.360442,-6.53993,0.033107,1.470809,1.32237,0.7502949000000001,5.215155,0.60343,4.477472,1.887762,34.402590000000004,0.2257094,573.1063,0.2715188,1488.744,0.1280356,-151.2487,-0.5413743000000001,1524.326,0.15006689999999998,1264.1680000000001,0.2638502,-155.0048,-0.4806737,2480.613,0.1100232,1026.991,0.3125711,-156.8412,-0.45564399999999994,-23.06032,-0.24119949999999998,32.59926,0.21261190000000002,0.03571061,0.7204973000000001,-0.02343831,-0.5794115,0.5353884,0.7349434,34.70323,0.23027979999999998,20.01456,0.3828339000000001,10.66121,1.130348,-2.079622,-4.865044,-16.43123,25.66141,0.0385185,-0.003014145,0.13342779999999999,1.2517129999999999,1.773309,0.13489690000000001,0.1081868,0.40932640000000003,0.8811919,-21.642970000000002
P0182_0310,106.4059375,22.0,1.8476221590909088,1.5065266074903454,21.0,1.528383928571429,0.8914501621054621,0.38200582086878376,0.3016378902728055,0.0,0.0,0.03669724770642202,0.009174311926605505,0.0,0.0,0.09090909090909093,0.012987012987012988,0.0,0.0,154.0,109.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,32.14462,0.11654880000000001,29.75364,31.42297,35.25702000000001,5.503372,254.4967,344.8054,55.159890000000004,71.9906,0.1663055,1.445163,0.01568379,0.0281645,0.4104765,0.3947927,3.6563790000000003,2.937549,2.4323360000000003,1.932726,0.07648179,1.776091,24.553520000000002,0.34061790000000003,12.23748,0.6071876,7.479555,1.1846450000000002,-3.341677,-2.691576,0.03464069,1.780358,1.300532,0.6626998000000001,7.1038440000000005,0.38899140000000004,10.90356,0.8910624,33.58733,0.2513695,655.7946,0.2625303,1487.661,0.1376219,-173.7935,-0.36755479999999996,1592.2479999999994,0.1305026,1213.174,0.23379629999999998,-174.8886,-0.3420705,2577.535,0.08931848,1028.2910000000004,0.3277024000000001,-176.123,-0.3232256,-20.18156,-0.3001742,31.40822,0.23317510000000002,0.03330316,0.7048227,-0.01733956,-0.6197494,0.29337420000000003,0.5616784,32.89867,0.1794162,14.25653,0.5164913,8.292007,1.455195,-5.820632,-1.759049,-14.82286,23.87482,0.03937262,0.002894656,0.03870781,0.9376127000000001,1.1274469999999999,0.12128,0.1048578,0.768843,1.4429889999999999,-30.8436
P0187_0319,161.2205625,30.0,1.278802083333335,1.313025810837496,39.0,2.095634615384614,1.351833951333328,0.2379601082213073,0.5069437094911509,0.0,0.0,0.06611570247933883,0.008264462809917356,0.02479338842975207,0.004132231404958678,0.13836477987421386,0.0,0.006289308176100629,0.006289308176100629,159.0,242.0,36.0,0.0,3.0,2.0,0.0,3.0,7.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,3.0,0.0,32.06277,0.168518,27.26363,31.427540000000004,37.51459000000001,10.250960000000001,213.9888,334.8180000000001,72.27389000000002,80.3733,0.4945155,1.305807,0.01698034,0.0968894,0.945199,0.9282186,13.26196,10.81347,8.430042,6.3730379999999975,0.42579449999999996,1.569035,28.31111,0.37756209999999996,12.063130000000001,0.8108843000000001,6.313891,1.5663209999999999,-1.558827,-6.116683,0.03835242,1.51589,1.35721,0.7164550999999999,6.437295,0.5484099,6.648376,1.411024,29.785359999999997,0.2950262,687.2854,0.21823520000000002,1435.418,0.15429790000000002,-155.9058,-0.49119250000000003,1663.9189999999999,0.1247715,1123.971,0.2498697,-157.5294,-0.45807600000000004,2624.006,0.084285,945.1094,0.31893390000000005,-159.3502,-0.4334193,-20.44509,-0.3499179,31.034029999999998,0.23764749999999998,0.0420475,0.6030169,-0.02814604,-0.44187200000000004,1.017688,0.7852805,37.47473,0.2033019,9.232959,1.2583360000000001,5.9735010000000015,2.065598,-0.7819795999999999,-14.701170000000001,-16.368389999999998,25.50529,0.0401018,-0.008272777,0.2323939,1.268499,1.9335349999999998,0.11740619999999999,0.1084341,0.3940065,0.9415226999999999,-17.96432
P0189_0052,184.177875,31.0,1.6363750000000006,1.316329708036867,32.0,1.9602187500000008,1.0398797338572847,0.2754273552129973,0.34057836751564224,0.0020879950971308962,0.015625,0.04830917874396135,0.004830917874396135,0.014492753623188406,0.0,0.11616161616161615,0.005050505050505051,0.005050505050505051,0.005050505050505051,198.0,207.0,30.0,0.0,0.0,6.0,0.0,6.0,4.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,4.0,0.0,30.79365,0.09458509,29.598640000000003,30.88412000000001,32.05268,2.454041,270.4771,393.945,45.12559,79.29253,0.21046120000000001,1.472788,0.01247232,0.02303881,0.4869812,0.47450879999999995,5.461367,3.269157,3.7909300000000004,2.615637,0.10676980000000001,1.801843,23.21334,0.42680290000000004,11.001560000000001,0.6367174,7.4486940000000015,1.302476,-3.194442,-3.29673,0.02730178,1.52285,1.1672870000000002,0.7731628,7.047652,0.4048511,6.050655,1.164755,33.51879,0.2279235,687.8129,0.19541,1417.98,0.1350733,-166.2133,-0.4307454000000001,1660.0539999999999,0.10764929999999999,1100.344,0.2503765,-168.5516,-0.3928488,2695.9629999999997,0.07397701,986.799,0.3906748,-170.0043,-0.3717029000000001,-20.42925,-0.2721094,30.56243,0.2212529,0.03981562,0.4899196,-0.02476076,-0.45303509999999997,0.3817988,0.5707071,35.34932,0.2022941,12.7522,0.6478593,14.0618,0.8786788000000001,-12.59793,-0.8349168,-13.130410000000001,22.389670000000002,0.03758496,0.007289574,0.0446603,1.140482,0.9488779,0.18404489999999998,0.1462507,0.8676437,2.124146,-27.217109999999998
P0192_0324,154.0905,38.0,1.4809029605263155,1.2203305712228547,41.0,1.1989100609756103,0.6408340351108084,0.3652029975890792,0.31900287493388635,0.0,0.0,0.05813953488372092,0.005813953488372093,0.04651162790697674,0.0,0.09166666666666666,0.0,0.008333333333333333,0.0,240.0,172.0,25.0,0.0,0.0,0.0,0.0,2.0,4.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,34.504909999999995,0.12126680000000001,31.08652,34.81736,38.115140000000004,7.028616,284.3551,374.2271,54.52455,73.78305,0.2097786,1.7635830000000001,0.0123245,0.03045575,0.380945,0.3686205,6.637449,6.064754,4.2520440000000015,3.8866160000000014,0.1222288,2.273768,23.42755,0.43044340000000003,11.32207,0.7192556999999999,8.409861,1.099486,0.1552733,83.10491,0.03164295,1.912743,1.280925,0.7252948,8.19565,0.3892001,11.07323,1.0209540000000001,31.608890000000002,0.3047875,711.7971,0.23264120000000002,1419.63,0.16554059999999998,-165.2278,-0.4262804,1684.234,0.1398257,1169.604,0.30808850000000004,-165.8783,-0.4006504,2644.6409999999996,0.1038913,1038.702,0.4168839,-167.1345,-0.3830943,-20.65247,-0.3231756,31.489729999999998,0.2211669,0.04130074,0.6963657,-0.02091189,-0.6928648000000001,0.4308653,0.9908046999999999,33.26429,0.21874410000000002,11.91859,0.8710855,9.165277,1.378933,-12.31408,-1.192787,-14.31233,22.93747,0.03178691,0.008715667,0.04343672,0.7061618000000001,1.450272,0.12956900000000002,0.11723389999999999,0.5538666,1.075641,-25.20619
P0193_0323,117.320875,21.0,1.7993125000000003,1.3268371171876656,16.0,1.242730468749999,0.5662179731187276,0.32207024112290344,0.16948124108348134,0.0,0.0,0.018518518518518517,0.0,0.018518518518518517,0.0,0.16083916083916086,0.006993006993006993,0.013986013986013986,0.0,143.0,54.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,33.92791,0.12826310000000002,30.221040000000002,32.3552,38.71587,8.494835,205.7065,246.3946,31.60435,23.41423,0.12521559999999998,2.025503,0.01275842,0.01865234,0.07831512,0.0655567,4.408274,3.574697,3.078758,2.590944,0.06867016,2.7294869999999998,22.96049,0.4205499,10.4118,0.7624340000000001,3.374047,2.857031,-4.111955,-2.274577,0.02509126,1.029465,1.187091,0.7154363,8.657323,0.352184,8.948308,0.9513886999999999,32.19727,0.2850252,679.6366,0.24161100000000002,1446.524,0.1554522,-174.6288,-0.3579447,1632.1570000000006,0.1326021,1145.944,0.266558,-175.1006,-0.33799309999999994,2648.452,0.08812834,1008.008,0.3702178,-176.4771,-0.317098,-20.8412,-0.3405411,33.87429,0.22862480000000002,0.04696043,0.7318933000000001,-0.01760859,-0.8982429,0.3360953,0.958564,36.06149,0.2514684,10.98991,1.029909,7.878788,1.679068,-7.359601,-1.9424869999999999,-12.81715,22.70327,0.0457565,0.006958885,0.02105478,0.44067520000000004,0.9399434999999999,0.149292,0.16016429999999998,0.8771304,2.209502,-27.194029999999998
P0195_0326,179.054625,39.0,2.346442307692308,1.563725938891562,35.0,2.0798625,1.3424473187884984,0.5110800684428007,0.4065529583500008,0.0,0.0,0.049429657794676805,0.0,0.030418250950570342,0.0,0.04591836734693878,0.005102040816326529,0.012755102040816329,0.0,392.0,263.0,22.0,0.0,0.0,2.0,0.0,4.0,8.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,1.0,0.0,35.74671,0.14116189999999998,30.68089,35.91607,40.678259999999995,9.997372,272.517,395.2507,47.62935,53.02275,0.4633991,1.3829069999999999,0.03813337,0.09444577,0.9358306999999999,0.8976973,12.66698,8.732472,8.264911999999999,5.940081,0.31486970000000003,1.7021529999999998,28.24799,0.3623254,6.915575,1.7687529999999998,3.04872,4.0309370000000015,-13.13145,-0.9465452,0.03107763,1.7927009999999999,1.183138,0.678111,7.666262,0.4602164000000001,8.999578999999997,1.2364700000000002,28.97433,0.3309669,731.7416,0.1804029,1365.668,0.1558646,-116.043,-0.785375,1699.6670000000001,0.1101241,1067.372,0.27445729999999996,-118.8051,-0.7146425000000001,2691.972,0.07939411,1000.385,0.3741623,-122.3689,-0.6629792,-17.70664,-0.3656389,28.39627,0.2742317,0.06029793,0.43258679999999994,-0.02453464,-0.5717399999999999,0.5302905,1.213172,31.82473,0.2722465,4.184292,3.182517,2.628532,5.268316,-19.39977,-0.6286571,-14.715489999999999,24.5139,0.04833458,-0.008201949,0.1333944,1.250406,2.7722130000000003,0.1546875,0.1464189,0.1954979,0.3173455,-19.16464
P0197_0330,86.434375,20.0,1.4569999999999987,1.3447104190195511,18.0,1.523718750000001,0.8020714840686366,0.33713438663726064,0.3173151596225462,0.0,0.0,0.03409090909090909,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,117.0,88.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,32.83943,0.1596007,27.709540000000004,32.95406,37.83838,10.12884,231.8433,392.44,36.29116,45.43584,0.34510820000000003,1.843789,0.0147544,0.035523,0.6430057,0.6282513000000001,12.916210000000001,9.354599,8.998636,5.909656,0.2541146,2.1305419999999997,24.666929999999997,0.4031583,10.22899,0.8903398000000001,11.07288,1.119129,-4.277095,-3.000931,0.02654903,1.248205,1.0569549999999999,0.8582165999999999,8.224982,0.4123786,9.843035,1.2336850000000001,29.68698,0.4082838,621.819,0.279663,1403.349,0.1495283,-149.5783,-0.5455418000000001,1591.171,0.13559839999999998,1099.593,0.27469770000000004,-151.1672,-0.5044311,2585.007,0.08250783,958.5357,0.35268190000000005,-152.9063,-0.48095,-19.84995,-0.354533,29.06552000000001,0.2912188,0.05076899,0.7615966,-0.01619539,-0.9931222,0.6494281999999999,1.158563,32.26247,0.26420390000000005,9.336335,1.3459729999999999,18.008020000000005,0.9145318000000001,-13.79134,-1.121169,-13.201920000000001,22.51173,0.03820075,0.01000556,0.09790546,0.8853201999999999,1.627356,0.1651266,0.1338653,0.45133329999999994,1.136971,-18.216160000000002
P0198_0328,102.996,14.0,1.4935491071428584,1.4993596279670545,14.0,2.316544642857143,1.147180701352507,0.20301455881781832,0.3148823740727795,0.0,0.0,0.04819277108433735,0.0,0.0,0.0,0.18292682926829268,0.0,0.0,0.0,82.0,83.0,18.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,35.45595,0.12594539999999999,31.098679999999998,35.58574,38.76886,7.670180999999999,203.2437,381.3251,33.91992,30.81536,0.39725520000000003,1.658827,0.01276157,0.02051665,0.9135199,0.9007583,14.65071,11.81635,8.332593,5.398716,0.2834771,1.957011,23.306179999999998,0.45489040000000003,10.192960000000001,1.041118,5.66934,1.853089,-4.8057419999999995,-2.535168,0.02460925,1.372808,1.082822,0.7765656999999999,8.579431,0.4044581,7.7721899999999975,1.323277,28.233559999999997,0.3749817,712.0027,0.21394380000000002,1403.009,0.15669170000000002,-153.78,-0.5180784,1679.385,0.1251435,1122.5919999999999,0.2707153,-153.8654,-0.49243549999999997,2652.506,0.08461207,1053.8980000000001,0.3983243,-155.9369,-0.4641098,-18.23562,-0.46735370000000004,29.977929999999997,0.2852078,0.05235112,0.5220484999999999,-0.02190672,-0.7556485,0.8949103,0.782508,33.594559999999994,0.2863748,5.452381,2.71066,7.7487080000000015,2.006201,-16.24952,-0.8026399999999999,-12.7091,21.977,0.03760635,0.009809842,0.05871559,1.0213729999999999,1.1353959999999998,0.2261667,0.2276224,0.6716814,1.9018419999999998,-18.08322
